ce_id,ce_name,cmd_idx,japanese_text,vietnamese_translation
369,アフターケア1-2,313,伝えてあげます。,
369,アフターケア1-2,327,授乳手コキを楽しんでください。,
369,アフターケア1-2,361,いいですよ。,
369,アフターケア1-2,376,好きな時に出してください。,
369,アフターケア1-2,390,気持ちよくなってしまいましょう。,
369,アフターケア1-2,412,すごく飛んでます……♡,
369,アフターケア1-2,429,これで次の治療頑張れますね。,
370,アフターケア2-1,28,私を気にする必要はありません。,
370,アフターケア2-1,42,あえて感想を述べるというのもやぶさかではないですが……。,
370,アフターケア2-1,72,満足しましたか？,
370,アフターケア2-1,87,……この後、またしましょうね。,
370,アフターケア2-1,114,ふむ……。,
370,アフターケア2-1,128,私は他の人とえっちしたことがあると思いますか？,
370,アフターケア2-1,143,入れられたことがあると思いますか？,
370,アフターケア2-1,163,評価してくれているのですね。,
370,アフターケア2-1,179,あなたは自分が初めてであって欲しいんですね。,
370,アフターケア2-1,209,あなた専属ナースですから当然ですよね。,
370,アフターケア2-1,250,天使も生き物ですので。,
370,アフターケア2-1,264,時にはやきもちを焼くこともあります。,
370,アフターケア2-1,279,仲良く話しているとイライラしてしまいますね。,
370,アフターケア2-1,293,サキュバスは危険なのでできるだけ避けてください。,
370,アフターケア2-1,333,選ぶ時は苦労しました。,
370,アフターケア2-1,365,どうでしょうか？,
370,アフターケア2-1,380,歩いている時大変だったんですよ？,
370,アフターケア2-1,395,後日……やりますからね？,
371,アフターケア2-2,16,後ろからだとおっぱいが揉みやすいですか？,
371,アフターケア2-2,30,しっかりと甘えん坊さんですね。,
371,アフターケア2-2,44,今は甘えて大丈夫な時間なので。,
371,アフターケア2-2,58,こうした所作で感情を読み取れたほうが都合が良いです。,
371,アフターケア2-2,72,私に愛でさせてください。,
371,アフターケア2-2,100,恥ずかしいのですが……。,
371,アフターケア2-2,115,良い匂い、だったのでしょうか……？,
371,アフターケア2-2,130,オカズにされるのは想定していませんでした。,
371,アフターケア2-2,145,選ぶことにしましょう。,
371,アフターケア2-2,175,私のおまんこ、どうですか？,
371,アフターケア2-2,190,気持ちいいのではないでしょうか。,
371,アフターケア2-2,205,名残惜しそうにしつこく吸い付きますからね。,
371,アフターケア2-2,220,セックスお上手ですよ。,
371,アフターケア2-2,264,激しい……♡,
371,アフターケア2-2,279,ふふ……。,
371,アフターケア2-2,294,今は我慢しなくていいですから。,
371,アフターケア2-2,309,おちんちんを幸せにしてあげましょう。,
371,アフターケア2-2,324,私も、幸せな気持ちになります……♡,
371,アフターケア2-2,359,じゃあ、好きに腰を振って出してしまいましょう。,
371,アフターケア2-2,374,一番奥に、種付けしてください……♡,
371,アフターケア2-2,408,気持ちよくなれましたか……？♡,
372,アフターケア3-1,17,いかがでしたでしょうか？,
372,アフターケア3-1,39,初めての試みだったので少し緊張しましたが良かったです。,
372,アフターケア3-1,57,安心してください、私も緊張していましたから。,
372,アフターケア3-1,75,好きな人とお出かけするのならなおさらです。,
372,アフターケア3-1,90,あなたにリードしてもらったりして気がほぐれました。,
372,アフターケア3-1,106,ふふ。,
372,アフターケア3-1,133,確かに少々特殊な施術方法でしたからね。,
372,アフターケア3-1,147,あのように喘いでいたら可愛いなと思い、治療に組み込んでみました。,
372,アフターケア3-1,161,私の希望的観測で心情を想像しただけですが。,
372,アフターケア3-1,175,「早くセラさんに甘えたいよ～♡」って顔に書いてあります。,
372,アフターケア3-1,189,良い子にして待ちましょうね？,
372,アフターケア3-1,216,連戦連敗でしたね。,
372,アフターケア3-1,231,今は叱ったりしませんよ。,
372,アフターケア3-1,249,よしよし。,
372,アフターケア3-1,263,ナースさんしかいませんから。,
372,アフターケア3-1,277,また叱られないように頑張りましょうね。,
372,アフターケア3-1,306,正直なところ医療知識は少ないです。,
372,アフターケア3-1,320,治療する程度しか今はできません。,
372,アフターケア3-1,334,特にあなたのメンタルケアなら他の誰よりもできるはずです。,
372,アフターケア3-1,348,おっぱいを揉むと癒されることも把握しています。,
372,アフターケア3-1,364,この知識、合っていますか？,
372,アフターケア3-1,388,やっぱりそうですよね？,
372,アフターケア3-1,403,女性に揉む許可を貰う方が好きなのも知っています。,
372,アフターケア3-1,418,私だけは分かっていますからね。,
372,アフターケア3-1,434,あなたの照れをほだす方法をもっと勉強しないとですね。,
373,アフターケア3-2,15,とっても囁きやすいです。,
373,アフターケア3-2,29,注ぎ込んであげますね。,
373,アフターケア3-2,43,格好良いですね。,
373,アフターケア3-2,57,そのままじっくりお精子を作りましょう。,
373,アフターケア3-2,71,楽しみですね。,
373,アフターケア3-2,98,よしよし。,
373,アフターケア3-2,112,なでなで、なでなで。,
373,アフターケア3-2,126,ちゃんと受け止めていてあげます。,
373,アフターケア3-2,140,享受してください。,
373,アフターケア3-2,154,お気遣いなく。,
373,アフターケア3-2,183,どうですか？　気持ち良いですか？,
373,アフターケア3-2,197,お返事お上手ですね。,
373,アフターケア3-2,211,感じてしまって大丈夫です。,
373,アフターケア3-2,225,いたって普通の性癖です。,
373,アフターケア3-2,239,だから安心して精子のぼらせてください。,
373,アフターケア3-2,268,では……しこしこしこしこ。,
373,アフターケア3-2,282,丁寧に足を動かしますよ。,
373,アフターケア3-2,296,おちんちんに与えてあげます。,
373,アフターケア3-2,310,時には足に甘えたい時もありますもんね。,
373,アフターケア3-2,324,しこしこしこしこ……♡,
373,アフターケア3-2,358,私の足の間でぴゅってしましょう。,
373,アフターケア3-2,378,熱いお精子出せましたね。,
373,アフターケア3-2,394,ちゃんと搾り取ってあげます。,
374,アフターケア4-1,30,変なことを言ってしまっていませんか？,
374,アフターケア4-1,52,私がそんなことを……？,
374,アフターケア4-1,68,ナースである私がそんなふしだらなことをするはずが……！,
374,アフターケア4-1,100,そうですか。,
374,アフターケア4-1,114,なんだかもったいないですね。,
374,アフターケア4-1,129,自分の様子を録画してみても良いかもしれません。,
374,アフターケア4-1,161,お気に召していただいたみたいですね。,
374,アフターケア4-1,188,試してみましょう。,
374,アフターケア4-1,259,普通のちゅーよりドキドキしましたか？,
374,アフターケア4-1,300,ケアの最中は叱責しない約束でした。,
374,アフターケア4-1,314,私の時より距離が近い気がするのです。,
374,アフターケア4-1,328,友人のような空気感と言いますか……。,
374,アフターケア4-1,343,別の話をしましょう。,
374,アフターケア4-1,383,副産物として生まれたとか。,
374,アフターケア4-1,397,大きい私に甘えたいですか？,
374,アフターケア4-1,411,またしたいですか？,
374,アフターケア4-1,457,また私がお姉ちゃんになってあげます♡,
375,アフターケア4-2,16,そう呼ばれるのは効きますね……。,
375,アフターケア4-2,31,はい、お姉ちゃんですよ。,
375,アフターケア4-2,45,甘えたくてお姉ちゃんのこと呼んだのかな？,
375,アフターケア4-2,59,私はあなただけのお姉ちゃんだから。,
375,アフターケア4-2,73,お姉ちゃんは自分のものだって主張していいんだよ。,
375,アフターケア4-2,103,小さいおちんちんを頑張って奥に挿入していますね。,
375,アフターケア4-2,118,頑張っているんですか？,
375,アフターケア4-2,147,お股がきゅんきゅんしちゃいます……。,
375,アフターケア4-2,162,お腰ぐりぐりってしましょうね,
375,アフターケア4-2,189,ゆっくり慣らしていきましょう。,
375,アフターケア4-2,206,んっ……♡,
375,アフターケア4-2,221,大人ちんちんになっていると思います。,
375,アフターケア4-2,236,腰を引かないように頑張れますか？,
375,アフターケア4-2,251,恰好良いですよ。,
375,アフターケア4-2,281,身体は小さくても男の子ですね。,
375,アフターケア4-2,296,セックスがんばれ。,
375,アフターケア4-2,311,私の体はビクともしませんからご遠慮なくどうぞ。,
375,アフターケア4-2,326,乾いた音が鳴ってえっちですね。,
375,アフターケア4-2,341,あなたもお好きにお漏らししてくださいね。,
375,アフターケア4-2,376,はい、どうぞ中出ししてください。,
375,アフターケア4-2,396,沢山出てます、いい子ですよ。,
375,アフターケア4-2,411,甘えんぼするのがお上手になりますね。,
376,アフターケア5-1,15,すぐキレるし何がいいの？,
376,アフターケア5-1,31,苦労するよ～？,
376,アフターケア5-1,51,だって天使だもん。,
376,アフターケア5-1,65,他の天使よりはましだけど。,
376,アフターケア5-1,79,天使の中では一番好きだよ？,
376,アフターケア5-1,109,もちろんだ～い好きだよ♡,
376,アフターケア5-1,124,みんな大好き♡,
376,アフターケア5-1,138,大丈夫、一番好きなのはお兄さんだよ♡,
376,アフターケア5-1,152,イジっても面白いもん。,
376,アフターケア5-1,169,すぐ顔あか～くするんだもん……♡,
376,アフターケア5-1,183,いっそのこと私のものにしちゃおっかな～……♡,
376,アフターケア5-1,197,なんちゃって♡　くすくすくす……♡,
376,アフターケア5-1,227,お兄さん危機管理能力無いの？,
376,アフターケア5-1,242,サービスしてあげてもいいけど。,
376,アフターケア5-1,272,お兄さんはいつも頑張ってえらいね。,
376,アフターケア5-1,286,肩の力なんて抜いちゃえ。,
376,アフターケア5-1,300,ここから先は有料でーす♡,
376,アフターケア5-1,328,お兄さん悪いんだ～……♡,
376,アフターケア5-1,343,ただじゃ済まないんだよ？♡,
376,アフターケア5-1,358,こういうのはもっと背徳的な状況じゃないと♡,
376,アフターケア5-1,373,金玉に淫紋を刻んで奴隷にできちゃうかも？♡,
376,アフターケア5-1,388,冗談ですよ～ドMの変態さん♡,
376,アフターケア5-1,403,させてあげないと面白くないしね……？♡,
376,アフターケア5-1,436,しょうがないお兄さんだな～♡,
377,アフターケア5-2,17,お兄さんらしいね？♡　くすくす♡,
377,アフターケア5-2,31,お兄さんは勝てるかな～？♡,
377,アフターケア5-2,45,がんばれがんばれ～♡,
377,アフターケア5-2,59,こんなので背伸びしたつもり？♡,
377,アフターケア5-2,73,勝つ気ないんですか～？♡　あははっ♡,
377,アフターケア5-2,100,れろれろれろ……♡,
377,アフターケア5-2,113,出ちゃうのかな？,
377,アフターケア5-2,126,お兄さんみたいなマゾにぴったりだよ？♡,
377,アフターケア5-2,139,私が手伝ってあげる♡　れろれろれろ♡,
377,アフターケア5-2,152,だっさ～い♡,
377,アフターケア5-2,179,れろっ……ちゅっ……♡,
377,アフターケア5-2,192,もしかして、お口犯してるつもりだった？♡,
377,アフターケア5-2,205,ただへっぴり腰になっただけかと思ってた♡,
377,アフターケア5-2,218,もちろん舌の動きは止めてあげないけど♡,
377,アフターケア5-2,231,んふふ♡　そーそー、上手上手♡,
377,アフターケア5-2,258,くぽっ♡　やっ、んっ♡,
377,アフターケア5-2,271,お兄さんにお口犯されちゃう～♡,
377,アフターケア5-2,284,人間に負けるなんてやだやだぁ♡,
377,アフターケア5-2,297,何ムキになってるの？♡　真に受けた？♡,
377,アフターケア5-2,310,頑張って滑稽でちゅね～♡,
377,アフターケア5-2,342,もっといじめたかったのに、ちんちん雑魚すぎ～♡,
377,アフターケア5-2,355,お口で受け止めてあげる♡,
377,アフターケア5-2,373,精子おいし……っ♡,
377,アフターケア5-2,387,全部ちょうだい♡　ちゅ～……っ♡,
377,アフターケア5-2,403,煮詰まったお兄さんの子種だ～い好き……♡,
378,アフターケア6-1,16,えっと、それは……。,
378,アフターケア6-1,46,メロメロになって治療も上手くいくと言葉巧みに……。,
378,アフターケア6-1,62,なってはいますが……。,
378,アフターケア6-1,106,必要でないから使っていないだけで。,
378,アフターケア6-1,120,見えない手でものに触れる魔法などは便利ですよ。,
378,アフターケア6-1,134,こちょこちょこちょ～……と、くすぐったりできます。,
378,アフターケア6-1,151,おちんちんが大きく……。,
378,アフターケア6-1,166,どうして勃起させているんですか？,
378,アフターケア6-1,180,しっかりカルテに記録しておきますから。,
378,アフターケア6-1,208,私の演技力に驚かれましたか？,
378,アフターケア6-1,222,記録したものがありまして、参考にしました。,
378,アフターケア6-1,237,あるのですが、披露してよろしいでしょうか？,
378,アフターケア6-1,260,おまんこっ、変になっちゃうっ♡,
378,アフターケア6-1,275,イきたくなっ、もうイく♡　イくぅ……っ♡,
378,アフターケア6-1,291,お好きでしたか。,
378,アフターケア6-1,305,こほん。,
378,アフターケア6-1,321,ないんでしょうか。本当にマゾですね。,
378,アフターケア6-1,335,性癖歪みすぎです。,
378,アフターケア6-1,354,興奮しましたか？,
378,アフターケア6-1,386,急にどうされたんですか？,
378,アフターケア6-1,401,不器用な人。,
378,アフターケア6-1,416,いい子いい子。,
378,アフターケア6-1,431,じゃあ後でいっぱいハグしてあげます。,
378,アフターケア6-1,446,気持ちよくしちゃいますからね……♡,
378,アフターケア6-1,479,あなたは楽にしていてください。,
379,アフターケア6-2,15,どうですか？　安心しますか？,
379,アフターケア6-2,28,しかし鼻息が荒くなっているご様子。,
379,アフターケア6-2,41,いいですよ、この柔らかさを感じてください。,
379,アフターケア6-2,54,おっぱいで媚びられていますよ。,
379,アフターケア6-2,87,いいですよ。,
379,アフターケア6-2,101,じゅるっ、ちゅうっ……♡,
379,アフターケア6-2,114,れろれろ……じゅるる……っ♡,
379,アフターケア6-2,127,あなたのケアだというのに。,
379,アフターケア6-2,140,問題ないですよね？♡,
379,アフターケア6-2,153,好き……♡　好きですよ……♡,
379,アフターケア6-2,179,おちんちんをおまんこで、よしよし……♡,
379,アフターケア6-2,192,おちんちんを硬く育てていきましょう。,
379,アフターケア6-2,205,気持ちよくなれますからね。,
379,アフターケア6-2,218,引っかいています……♡,
379,アフターケア6-2,231,すごいですね。とっても偉い。,
379,アフターケア6-2,255,はぁ……んっ……♡,
379,アフターケア6-2,268,奥まで届いてしまいます……♡,
379,アフターケア6-2,281,おちんちんに響きます……♡,
379,アフターケア6-2,294,気持ちいい……♡,
379,アフターケア6-2,307,しれませんが、耐えて欲しいです……♡,
379,アフターケア6-2,339,分かりました。,
379,アフターケア6-2,352,お好きなタイミングでどうぞ。,
379,アフターケア6-2,370,出ていますね……♡,
379,アフターケア6-2,384,しっかり搾り取りますからね……♡,
380,アフターケア7-1,42,あなたとはしゃぐ時間の方が多かったです。,
380,アフターケア7-1,56,思っていましたが、人気な理由が分かりました。,
380,アフターケア7-1,70,見せるための装飾なのですね。,
380,アフターケア7-1,96,あぁ、食べ物の感想を述べることですか。,
380,アフターケア7-1,110,日記を付けているんです。,
380,アフターケア7-1,124,事細かく書いているのですが、,
380,アフターケア7-1,152,もっと適切な言葉で表現できますよ。,
380,アフターケア7-1,177,さ、さすがに恥ずかしいのですが……。,
380,アフターケア7-1,215,あるんですか……？,
380,アフターケア7-1,231,想像がつくでしょう……。,
380,アフターケア7-1,246,教えません。,
380,アフターケア7-1,264,あるんですか……？,
380,アフターケア7-1,280,……大体、毎日は……。,
380,アフターケア7-1,295,別にいいでしょう。,
380,アフターケア7-1,326,人間とは違う生き物です。,
380,アフターケア7-1,340,なんらおかしなことではありません。,
380,アフターケア7-1,354,私には不思議に思えます。,
380,アフターケア7-1,371,勃起が止まらない時はないのですか？,
380,アフターケア7-1,385,発情期ではないと？,
380,アフターケア7-1,399,考えるとえっちですね……。,
380,アフターケア7-1,414,愛らしく感じます。ふふ。,
380,アフターケア7-1,447,よしよししてあげますね。,
381,アフターケア7-2,15,れろれろれろ……♡,
381,アフターケア7-2,28,お気遣いはいりませんよ。,
381,アフターケア7-2,42,私だけが可愛がれて嬉しいです。,
381,アフターケア7-2,56,ふふ……ひくひくしています。,
381,アフターケア7-2,97,れろ、じゅるる……♡,
381,アフターケア7-2,110,紐付けるのが最も手っ取り早いです。,
381,アフターケア7-2,123,お尻を舐めることで、,
381,アフターケア7-2,136,気持ちいいと刷り込ませることができます。,
381,アフターケア7-2,149,「好きなプレイ」に変えていきましょう……♡,
381,アフターケア7-2,175,しこしこしこしこ……♡,
381,アフターケア7-2,189,こちらも速めに……れろれろれろ……♡,
381,アフターケア7-2,202,これ、効いちゃいますか？,
381,アフターケア7-2,215,サービスが捗ってしまいますね。,
381,アフターケア7-2,228,楽しんでください……♡,
381,アフターケア7-2,254,しこしこしこしこ……♡,
381,アフターケア7-2,267,感じているのがよく分かります。,
381,アフターケア7-2,281,ほぐしてあげます。れろれろれろ……♡,
381,アフターケア7-2,294,心が無防備になるでしょう？,
381,アフターケア7-2,307,とっても気持ち良いですね……♡,
381,アフターケア7-2,336,えぇ、お尻の反応で分かっていました。,
381,アフターケア7-2,349,れろれろれろれろ……♡,
381,アフターケア7-2,367,出し切ってください、れろっ、ちゅっ、じゅる♡,
381,アフターケア7-2,384,新しい扉を開けましたか？,
382,アフターケア8-1,18,えぇっと……。,
382,アフターケア8-1,34,「傷付きながら頑張っている人」なんです。,
382,アフターケア8-1,49,思いますから。,
382,アフターケア8-1,64,意地悪するのも好きになって……。,
382,アフターケア8-1,79,変態さんにはすごくきゅんとします。,
382,アフターケア8-1,95,ふふ。,
382,アフターケア8-1,122,彼女に相談しに行ったんですか……？,
382,アフターケア8-1,139,あなたの信頼を得ているんですか……！,
382,アフターケア8-1,160,嫌いです。,
382,アフターケア8-1,177,取り持ったことだけは感謝しますが……。,
382,アフターケア8-1,191,商売人としての資質は尊敬に値します。,
382,アフターケア8-1,207,出会えていないのが本当に腹立たしいです。,
382,アフターケア8-1,235,好きでしたから、惚れっぽく感じるかもしれません。,
382,アフターケア8-1,250,あなたが初めてなんです。,
382,アフターケア8-1,265,私が初めてじゃないですよね？,
382,アフターケア8-1,298,私が上書きしていきます、このように。,
382,アフターケア8-1,313,頭の中を私の記憶でいっぱいにします。,
382,アフターケア8-1,328,じっくり楽しみましょう？♡,
382,アフターケア8-1,358,ナースと患者という関係です。,
382,アフターケア8-1,372,許されませんが……、,
382,アフターケア8-1,386,今は思っています。,
382,アフターケア8-1,400,私たちは私たちです。,
382,アフターケア8-1,414,自分なりの方法で気持ちを伝えれば良いかと。,
382,アフターケア8-1,458,伝わりましたか？,
382,アフターケア8-1,473,ちゅっ、れろ……っ♡,
382,アフターケア8-1,488,受け取ってください……♡,
382,アフターケア8-1,522,私だけを頼ってください……♡,
383,アフターケア8-2,15,それでも言って欲しいんですか？,
383,アフターケア8-2,42,私ももっと言いたいと思っていました。,
383,アフターケア8-2,57,大好きです……♡,
383,アフターケア8-2,72,ピストンに込めてくださいね♡,
383,アフターケア8-2,99,私が愛してあげますね？,
383,アフターケア8-2,114,かりかりかりかり……♡,
383,アフターケア8-2,128,大好きですもんね。,
383,アフターケア8-2,142,かりっ……かりっ……♡,
383,アフターケア8-2,156,かりかりかりかり♡,
383,アフターケア8-2,185,おちんちんとっても硬いです……♡,
383,アフターケア8-2,200,その方がストロークが長くて気持ち良いですから。,
383,アフターケア8-2,215,上手にセックスしましょう。,
383,アフターケア8-2,230,素敵です♡,
383,アフターケア8-2,245,気持ち良くなれていい子ですね♡,
383,アフターケア8-2,275,んっ♡,
383,アフターケア8-2,290,普段とまた違った良さがあります。,
383,アフターケア8-2,305,ちょっとおまんこを締めますね。,
383,アフターケア8-2,320,大丈夫ですよ、あなたのペースで犯してください♡,
383,アフターケア8-2,335,ちゃんと見ていてあげますからね♡,
383,アフターケア8-2,370,精液出ちゃいますか？,
383,アフターケア8-2,403,イくっ……♡,
383,アフターケア8-2,418,よく頑張りましたね……♡,
404,ショップ初回,8,今のうちに補充しておこう。,
404,ショップ初回,11,入ってみよう。,
404,ショップ初回,77,剣構えないで！,
404,ショップ初回,92,そんなに睨んだら格好いい顔が台無しだよぉ？♡,
404,ショップ初回,123,挫折しちゃったっていうかぁ……。,
404,ショップ初回,140,生きていこうかなって思ったっていうかぁ……。,
404,ショップ初回,172,どっちでも勝てないなんてどうしようもないじゃん！！,
404,ショップ初回,186,退治しないでね♡,
404,ショップ初回,204,話が分かる～♡,
404,ショップ初回,218,冒険に必要なものは一通りそろってるよ。,
404,ショップ初回,234,ハイポーション10個セットがお得ですよー！,
404,ショップ初回,250,スペシャルアイテムなんだけど～、,
404,ショップ初回,271,魔物の間じゃ定番なんだぁ。,
404,ショップ初回,286,特におすすめだよ♡　なんちゃって♡,
404,ショップ初回,289,早漏の治療に使えるかもしれない）,
404,ショップ初回,312,本当に欲しいの？,
404,ショップ初回,329,お兄さんの癖にテクニシャンぶろうなんて生意気じゃーん♡,
405,メインストーリー1,28,お大事に。,
405,メインストーリー1,31,ありがとうございました。,
405,メインストーリー1,34,ナースとしてこういうことをされてるんですか？,
405,メインストーリー1,50,ナースになったのは最近です。,
405,メインストーリー1,64,ナースを名乗り始めたに過ぎません。,
405,メインストーリー1,78,迷う要因が早漏ならば、我々が治療しなくては。,
405,メインストーリー1,109,なのにモンスター娘のいる場所には行けないだなんて,
405,メインストーリー1,110,大きな損失でしょう。,
405,メインストーリー1,137,治療すべきなので仕方がありません。,
405,メインストーリー1,140,相変わらず真顔でそういうこと言いますね。,
405,メインストーリー1,158,私は「あなた専属ナース」だと先日ご説明したはずですが。,
405,メインストーリー1,172,ここはあなたのためのクリニックですので。,
405,メインストーリー1,175,なんで僕専属なんだ……）,
405,メインストーリー1,191,私を疑っているのですか？,
405,メインストーリー1,194,そういうわけでは！,
405,メインストーリー1,221,気が気ではないのではないですか？,
405,メインストーリー1,240,そう悩まれると少し困ってしまいます。,
405,メインストーリー1,257,治療に必要だと判断しました。,
405,メインストーリー1,306,聞いたことがあります。,
405,メインストーリー1,335,視線が泳いでいますね。,
405,メインストーリー1,349,じー……。,
405,メインストーリー1,352,緊張してしまって……。,
405,メインストーリー1,366,安心させるどころか逆効果だった、ということですか。,
405,メインストーリー1,386,すみません。,
405,メインストーリー1,452,間違ってないです！,
405,メインストーリー1,467,そう、ですか。,
405,メインストーリー1,482,そういうものなのでしょうか。,
405,メインストーリー1,504,天使は一切笑わないっていう話）,
405,メインストーリー1,507,騙されてるんだけどな）,
406,メインストーリー2-1,20,とても良いことです。,
406,メインストーリー2-1,34,行おうと考えています。,
406,メインストーリー2-1,63,あなたを虜にさせる……ということです。,
406,メインストーリー2-1,80,甘く意地悪してくる相手にも強くなれますよ。,
406,メインストーリー2-1,94,上書きしてしまうのですから。,
406,メインストーリー2-1,121,よろしいでしょうか。,
407,メインストーリー2-2,25,この後どこかお出かけするんですか？,
407,メインストーリー2-2,41,治療に必要な物資を街に買いに行こうかと。,
407,メインストーリー2-2,46,着いて行ってもいいですか？,
407,メインストーリー2-2,63,構いませんが、面白いことなど何もありませんよ。,
407,メインストーリー2-2,66,ご迷惑でなければですが。,
407,メインストーリー2-2,81,分かりました、少々お待ちください。,
407,メインストーリー2-2,86,見たことがないから、少し気になる）,
407,メインストーリー2-2,89,人となりを知ってみたい）,
407,メインストーリー2-2,114,あるらしいのですが……。,
