file,entry_id,event_name,map_name,scene_type,speaker_clean,speaker_raw,original_jp,vietnamese
CommonEvents,158,セラ行動_治療17,治療17,18+_治療,セラ,\C[4]セラ,"『もう、おまんこが疼いてたまらないんです……♡
あなたもここにおちんちん入れたいですよね……？』","『Ôi, cô bé của em đang ngứa ngáy không chịu nổi rồi...♡
Anh cũng muốn đưa con cu vào đây đúng không...?』"
CommonEvents,158,セラ行動_治療17,治療17,18+_治療,[Choice],[Choice],\c[2]はい,\c[2]Đúng vậy
CommonEvents,158,セラ行動_治療17,治療17,18+_治療,[Choice],[Choice],いいえ,Không phải
CommonEvents,158,セラ行動_治療17,治療17,18+_治療,セラ,\C[4]セラ,"そうですか。でも、嘘の喘ぎ声で満足なら
セックスも偽物で良いですよね？","Vậy sao. Nhưng nếu anh chỉ thỏa mãn với tiếng rên giả tạo,
thì cuộc làm tình này là giả cũng đâu sao đúng không?"
CommonEvents,162,セラ行動_治療19,治療19,18+_治療,セラ,\C[4]セラ,"この水着独特の生地はつるつるしていて
触り心地がいいですよ。","Chất liệu của bộ đồ bơi này rất trơn mịn,
sờ vào thích lắm đấy."
CommonEvents,162,セラ行動_治療19,治療19,18+_治療,セラ,\C[4]セラ,せっかくならおちんちんで味わってみますか？,Hay là tiện thể để con cu của anh nếm thử xem sao nhé?
CommonEvents,162,セラ行動_治療19,治療19,18+_治療,[Choice],[Choice],\c[2]はい,\c[2]Muốn thử
CommonEvents,162,セラ行動_治療19,治療19,18+_治療,[Choice],[Choice],いいえ,Không muốn
CommonEvents,162,セラ行動_治療19,治療19,18+_治療,セラ,\C[4]セラ,期間限定の衣装なのに。しゅん。,Trang phục giới hạn thời gian vậy mà. Hùn...
CommonEvents,164,セラ行動_治療21,治療21,18+_治療,セラ,\C[4]セラ,"はぁ……はぁ……。
もう、いいですよね……？","Hà... hà...
Đã đến lúc rồi đúng không...?"
CommonEvents,164,セラ行動_治療21,治療21,18+_治療,セラ,\C[4]セラ,"おまんこがきゅんきゅんしてつらいです……。
あなたのおちんちん、入れてくれますか……？","Cô bé của em đang co thắt sướng lắm rồi...
Anh đưa con cu của anh vào trong em nhé...?"
CommonEvents,164,セラ行動_治療21,治療21,18+_治療,[Choice],[Choice],\c[2]はい,\c[2]Được chứ
CommonEvents,164,セラ行動_治療21,治療21,18+_治療,[Choice],[Choice],いいえ,Không được
CommonEvents,164,セラ行動_治療21,治療21,18+_治療,セラ,\C[4]セラ,"ふふ……♡
そうですよね、あなたも我慢できないですよね……♡","Hì hì...♡
Đúng vậy mà, anh cũng không thể chịu đựng nổi nữa đúng không...♡"
CommonEvents,164,セラ行動_治療21,治療21,18+_治療,セラ,\C[4]セラ,"うぅぅ～……っ。
なんでぇ……。","Ưm... ah♡
Tại sao cơ chứ..."
CommonEvents,166,セラ行動_治療22,治療22,18+_治療,セラ,\C[4]セラ,"もう負けたくてしょうがないって顔してるよ。
さすが変態マゾだね。","Trông mặt anh như thể muốn thua cuộc lắm rồi kìa.
Đúng là tên M cuồng dâm mà."
CommonEvents,166,セラ行動_治療22,治療22,18+_治療,セラ,\C[4]セラ,"素直におねだりするなら、罵倒くらいは
サービスしてあげてもいいけど？","Nếu anh ngoan ngoãn cầu xin,
em có thể khuyến mãi chửi rủa anh một chút đấy?"
CommonEvents,166,セラ行動_治療22,治療22,18+_治療,[Choice],[Choice],\c[2]はい,\c[2]Có
CommonEvents,166,セラ行動_治療22,治療22,18+_治療,[Choice],[Choice],いいえ,Không
CommonEvents,166,セラ行動_治療22,治療22,18+_治療,セラ,\C[4]セラ,"あぁ、そう。
じゃあ罵られて我慢汁漏らす準備しろ。","À, vậy sao.
Thế thì chuẩn bị nghe chửi rồi rỉ dâm dịch ra đi."
CommonEvents,166,セラ行動_治療22,治療22,18+_治療,セラ,\C[4]セラ,"は？
生意気……。","Hả?
Đồ xấc xược..."
CommonEvents,304,お金経験値付与,,Other,,,治療を\c[2]\v[84]ターン\c[0]耐えて誘惑に強くなった！,Đã chịu đựng trị liệu \c[2]\v[84] lượt\c[0] và trở nên mạnh mẽ hơn trước cám dỗ!
CommonEvents,304,お金経験値付与,,Other,,,"\c[1]レベルがMAX\c[0]になった！
射精ゲージの最大値が999に到達した！","Đã đạt \c[1]Cấp độ MAX\c[0]!
Thanh giới hạn xuất tinh đã đạt tối đa 999!"
CommonEvents,304,お金経験値付与,,Other,,,"\c[1]レベル\v[75]\c[0]に上がった！
射精ゲージの最大値が20増えた！","Đã tăng lên \c[1]Cấp độ \v[75]\c[0]!
Thanh giới hạn xuất tinh đã tăng thêm 20!"
CommonEvents,304,お金経験値付与,,Other,,,"\c[1]レベル\v[75]\c[0]に上がった！
射精ゲージの最大値が40増えた！","Đã tăng lên \c[1]Cấp độ \v[75]\c[0]!
Thanh giới hạn xuất tinh đã tăng thêm 40!"
CommonEvents,304,お金経験値付与,,Other,,,"\c[1]レベルがMAX\c[0]になった！
射精ゲージの最大値が999に到達した！","Đã đạt \c[1]Cấp độ MAX\c[0]!
Thanh giới hạn xuất tinh đã đạt tối đa 999!"
CommonEvents,304,お金経験値付与,,Other,,,"\c[1]レベル\v[75]\c[0]に上がった！
射精ゲージの最大値が60増えた！","Đã tăng lên \c[1]Cấp độ \v[75]\c[0]!
Thanh giới hạn xuất tinh đã tăng thêm 60!"
CommonEvents,304,お金経験値付与,,Other,,,"\c[1]レベルがMAX\c[0]になった！
射精ゲージの最大値が999に到達した！","Đã đạt \c[1]Cấp độ MAX\c[0]!
Thanh giới hạn xuất tinh đã đạt tối đa 999!"
CommonEvents,304,お金経験値付与,,Other,,,"\c[1]レベル\v[75]\c[0]に上がった！
射精ゲージの最大値が80増えた！","Đã tăng lên \c[1]Cấp độ \v[75]\c[0]!
Thanh giới hạn xuất tinh đã tăng thêm 80!"
CommonEvents,304,お金経験値付与,,Other,,,"\c[1]レベルがMAX\c[0]になった！
射精ゲージの最大値が999に到達した！","Đã đạt \c[1]Cấp độ MAX\c[0]!
Thanh giới hạn xuất tinh đã đạt tối đa 999!"
CommonEvents,304,お金経験値付与,,Other,,,"その後、ギルドのクエストをクリアして
お金を\c[14]\v[74]\c[0]得た！","Sau đó, hoàn thành nhiệm vụ Công hội
và nhận được \c[14]\v[74]\c[0] tiền!"
CommonEvents,310,アフターケア解放,アフターケア,18+_AfterCare,,,"\c[2]アフターケア\c[0]が解放された！
※治療選択画面からプレイできます。","\c[2]Aftercare\c[0] đã được mở khóa!
※ Có thể chơi từ màn hình lựa chọn trị liệu."
CommonEvents,310,アフターケア解放,アフターケア,18+_AfterCare,,,新たな\c[2]アフターケア\c[0]が解放された！,Nhận được Trang bị \c[1]Kính Tâm\c[0]!
CommonEvents,310,アフターケア解放,アフターケア,18+_AfterCare,,,新たな\c[2]アフターケア\c[0]が解放された！,Mở khóa \c[2]Aftercare\c[0] mới!
CommonEvents,310,アフターケア解放,アフターケア,18+_AfterCare,,,新たな\c[2]アフターケア\c[0]が解放された！,Mở khóa \c[2]Aftercare\c[0] mới!
CommonEvents,310,アフターケア解放,アフターケア,18+_AfterCare,,,新たな\c[2]アフターケア\c[0]が解放された！,Mở khóa \c[2]Aftercare\c[0] mới!
CommonEvents,310,アフターケア解放,アフターケア,18+_AfterCare,,,新たな\c[2]アフターケア\c[0]が解放された！,Mở khóa \c[2]Aftercare\c[0] mới!
